trial,byte_idx,bit_idx,original_outcome,defended_outcome
1256,349,0,silent_wrong_output,integrity_check_abort
1257,339,1,silent_wrong_output,integrity_check_abort
1259,461,6,silent_wrong_output,integrity_check_abort
1260,23,6,silent_wrong_output,integrity_check_abort
1261,767,2,silent_wrong_output,integrity_check_abort
1263,618,3,silent_wrong_output,integrity_check_abort
1265,42,3,silent_wrong_output,integrity_check_abort
1267,301,6,silent_wrong_output,integrity_check_abort
1269,351,7,silent_wrong_output,integrity_check_abort
1274,86,3,silent_wrong_output,integrity_check_abort
1275,679,4,silent_wrong_output,integrity_check_abort
1276,319,1,silent_wrong_output,integrity_check_abort
1277,296,6,silent_wrong_output,integrity_check_abort
1284,177,2,silent_wrong_output,integrity_check_abort
1285,703,4,silent_wrong_output,integrity_check_abort
1286,559,0,silent_wrong_output,integrity_check_abort
1288,442,0,silent_wrong_output,integrity_check_abort
1289,31,7,silent_wrong_output,integrity_check_abort
1291,185,4,silent_wrong_output,integrity_check_abort
1294,507,4,silent_wrong_output,integrity_check_abort
1295,543,3,silent_wrong_output,integrity_check_abort
1296,430,4,silent_wrong_output,integrity_check_abort
1298,237,1,silent_wrong_output,integrity_check_abort
1299,313,7,silent_wrong_output,integrity_check_abort
1301,185,6,silent_wrong_output,integrity_check_abort
1304,574,7,silent_wrong_output,integrity_check_abort
1306,692,1,silent_wrong_output,integrity_check_abort
1309,246,6,silent_wrong_output,integrity_check_abort
1310,52,6,silent_wrong_output,integrity_check_abort
1312,120,0,silent_wrong_output,integrity_check_abort
1313,180,0,silent_wrong_output,integrity_check_abort
1314,23,6,silent_wrong_output,integrity_check_abort
1319,68,5,silent_wrong_output,integrity_check_abort
1320,695,5,silent_wrong_output,integrity_check_abort
1324,450,1,silent_wrong_output,integrity_check_abort
1327,228,5,silent_wrong_output,integrity_check_abort
1328,646,4,silent_wrong_output,integrity_check_abort
1329,458,4,silent_wrong_output,integrity_check_abort
1333,717,4,silent_wrong_output,integrity_check_abort
1335,120,1,silent_wrong_output,integrity_check_abort
1336,249,3,silent_wrong_output,integrity_check_abort
1340,369,6,silent_wrong_output,integrity_check_abort
1341,321,0,silent_wrong_output,integrity_check_abort
1343,670,4,silent_wrong_output,integrity_check_abort
1344,686,0,silent_wrong_output,integrity_check_abort
1347,304,4,silent_wrong_output,integrity_check_abort
1349,612,7,silent_wrong_output,integrity_check_abort
1351,357,5,silent_wrong_output,integrity_check_abort
1353,79,1,silent_wrong_output,integrity_check_abort
1355,247,1,silent_wrong_output,integrity_check_abort
1356,230,3,silent_wrong_output,integrity_check_abort
1357,159,0,silent_wrong_output,integrity_check_abort
1359,370,4,silent_wrong_output,integrity_check_abort
1360,83,5,silent_wrong_output,integrity_check_abort
1361,285,3,silent_wrong_output,integrity_check_abort
1363,132,1,silent_wrong_output,integrity_check_abort
1365,210,4,silent_wrong_output,integrity_check_abort
1367,503,7,silent_wrong_output,integrity_check_abort
1369,350,3,silent_wrong_output,integrity_check_abort
1370,428,4,silent_wrong_output,integrity_check_abort
1371,34,2,silent_wrong_output,integrity_check_abort
1372,242,7,silent_wrong_output,integrity_check_abort
1373,280,6,silent_wrong_output,integrity_check_abort
1375,381,4,silent_wrong_output,integrity_check_abort
1376,613,7,silent_wrong_output,integrity_check_abort
1377,116,4,silent_wrong_output,integrity_check_abort
1378,504,6,silent_wrong_output,integrity_check_abort
1384,211,5,silent_wrong_output,integrity_check_abort
1387,656,1,silent_wrong_output,integrity_check_abort
1388,468,6,silent_wrong_output,integrity_check_abort
1391,596,1,silent_wrong_output,integrity_check_abort
1392,101,0,silent_wrong_output,integrity_check_abort
1395,757,5,silent_wrong_output,integrity_check_abort
1396,7,7,silent_wrong_output,integrity_check_abort
1398,266,0,silent_wrong_output,integrity_check_abort
1400,144,7,silent_wrong_output,integrity_check_abort
1402,158,3,silent_wrong_output,integrity_check_abort
1403,404,1,silent_wrong_output,integrity_check_abort
1404,144,4,silent_wrong_output,integrity_check_abort
1405,412,1,silent_wrong_output,integrity_check_abort
1406,65,4,silent_wrong_output,integrity_check_abort
1408,218,6,silent_wrong_output,integrity_check_abort
1410,244,6,silent_wrong_output,integrity_check_abort
1412,192,4,silent_wrong_output,integrity_check_abort
1415,207,3,silent_wrong_output,integrity_check_abort
1417,162,2,silent_wrong_output,integrity_check_abort
1420,242,0,silent_wrong_output,integrity_check_abort
1422,301,6,silent_wrong_output,integrity_check_abort
1424,623,2,silent_wrong_output,integrity_check_abort
1425,607,6,silent_wrong_output,integrity_check_abort
1427,570,1,silent_wrong_output,integrity_check_abort
1430,262,1,silent_wrong_output,integrity_check_abort
1433,726,0,silent_wrong_output,integrity_check_abort
1434,357,7,silent_wrong_output,integrity_check_abort
1436,324,2,silent_wrong_output,integrity_check_abort
1437,695,7,silent_wrong_output,integrity_check_abort
1444,574,0,silent_wrong_output,integrity_check_abort
1445,627,7,silent_wrong_output,integrity_check_abort
1447,654,5,silent_wrong_output,integrity_check_abort
1448,224,7,silent_wrong_output,integrity_check_abort
1449,143,6,silent_wrong_output,integrity_check_abort
1450,121,2,silent_wrong_output,integrity_check_abort
1452,655,6,silent_wrong_output,integrity_check_abort
1454,287,2,silent_wrong_output,integrity_check_abort
1455,336,3,silent_wrong_output,integrity_check_abort
1456,558,7,silent_wrong_output,integrity_check_abort
1457,20,4,silent_wrong_output,integrity_check_abort
1458,720,0,silent_wrong_output,integrity_check_abort
1461,88,1,silent_wrong_output,integrity_check_abort
1463,635,6,silent_wrong_output,integrity_check_abort
1464,403,1,silent_wrong_output,integrity_check_abort
1466,728,3,silent_wrong_output,integrity_check_abort
1467,512,7,silent_wrong_output,integrity_check_abort
1468,519,3,silent_wrong_output,integrity_check_abort
1469,64,7,silent_wrong_output,integrity_check_abort
1474,215,6,silent_wrong_output,integrity_check_abort
1475,153,2,silent_wrong_output,integrity_check_abort
1482,705,7,silent_wrong_output,integrity_check_abort
1483,489,1,silent_wrong_output,integrity_check_abort
1485,502,5,silent_wrong_output,integrity_check_abort
1486,15,0,silent_wrong_output,integrity_check_abort
1488,382,5,silent_wrong_output,integrity_check_abort
1489,531,6,silent_wrong_output,integrity_check_abort
1490,513,5,silent_wrong_output,integrity_check_abort
1491,471,6,silent_wrong_output,integrity_check_abort
1493,400,7,silent_wrong_output,integrity_check_abort
1495,573,7,silent_wrong_output,integrity_check_abort
1498,353,2,silent_wrong_output,integrity_check_abort
1500,619,0,silent_wrong_output,integrity_check_abort
1501,325,7,silent_wrong_output,integrity_check_abort
1506,210,7,silent_wrong_output,integrity_check_abort
1508,8,5,silent_wrong_output,integrity_check_abort
1509,222,5,silent_wrong_output,integrity_check_abort
1511,399,0,silent_wrong_output,integrity_check_abort
1513,484,1,silent_wrong_output,integrity_check_abort
1516,612,4,silent_wrong_output,integrity_check_abort
1517,482,5,silent_wrong_output,integrity_check_abort
1518,158,4,silent_wrong_output,integrity_check_abort
1519,319,1,silent_wrong_output,integrity_check_abort
1526,474,6,silent_wrong_output,integrity_check_abort
1527,631,3,silent_wrong_output,integrity_check_abort
1528,491,7,silent_wrong_output,integrity_check_abort
1529,364,2,silent_wrong_output,integrity_check_abort
1533,500,1,silent_wrong_output,integrity_check_abort
1534,22,7,silent_wrong_output,integrity_check_abort
1537,195,6,silent_wrong_output,integrity_check_abort
1538,178,4,silent_wrong_output,integrity_check_abort
1539,578,3,silent_wrong_output,integrity_check_abort
1540,202,2,silent_wrong_output,integrity_check_abort
1545,271,1,silent_wrong_output,integrity_check_abort
1546,440,2,silent_wrong_output,integrity_check_abort
1547,627,7,silent_wrong_output,integrity_check_abort
1548,675,1,silent_wrong_output,integrity_check_abort
1556,421,6,silent_wrong_output,integrity_check_abort
1558,337,0,silent_wrong_output,integrity_check_abort
1560,490,3,silent_wrong_output,integrity_check_abort
1562,293,4,silent_wrong_output,integrity_check_abort
1563,410,7,silent_wrong_output,integrity_check_abort
1564,656,1,silent_wrong_output,integrity_check_abort
1565,577,7,silent_wrong_output,integrity_check_abort
1568,365,1,silent_wrong_output,integrity_check_abort
1569,627,1,silent_wrong_output,integrity_check_abort
1570,124,0,silent_wrong_output,integrity_check_abort
1571,702,0,silent_wrong_output,integrity_check_abort
1572,482,5,silent_wrong_output,integrity_check_abort
1574,131,1,silent_wrong_output,integrity_check_abort
1575,116,1,silent_wrong_output,integrity_check_abort
1577,283,4,silent_wrong_output,integrity_check_abort
1578,106,6,silent_wrong_output,integrity_check_abort
1579,289,1,silent_wrong_output,integrity_check_abort
1581,230,0,silent_wrong_output,integrity_check_abort
1582,335,4,silent_wrong_output,integrity_check_abort
1583,112,4,silent_wrong_output,integrity_check_abort
1591,614,6,silent_wrong_output,integrity_check_abort
1593,646,4,silent_wrong_output,integrity_check_abort
1595,352,6,silent_wrong_output,integrity_check_abort
1600,37,7,silent_wrong_output,integrity_check_abort
1601,3,5,silent_wrong_output,integrity_check_abort
1603,700,0,silent_wrong_output,integrity_check_abort
1606,445,5,silent_wrong_output,integrity_check_abort
1608,176,3,silent_wrong_output,integrity_check_abort
1609,506,6,silent_wrong_output,integrity_check_abort
1610,185,4,silent_wrong_output,integrity_check_abort
1611,759,6,silent_wrong_output,integrity_check_abort
1612,101,6,silent_wrong_output,integrity_check_abort
1614,423,1,silent_wrong_output,integrity_check_abort
1620,412,4,silent_wrong_output,integrity_check_abort
1621,686,6,silent_wrong_output,integrity_check_abort
1622,326,6,silent_wrong_output,integrity_check_abort
1624,265,4,silent_wrong_output,integrity_check_abort
1626,356,2,silent_wrong_output,integrity_check_abort
1629,188,2,silent_wrong_output,integrity_check_abort
1630,658,7,silent_wrong_output,integrity_check_abort
1631,598,1,silent_wrong_output,integrity_check_abort
1633,134,7,silent_wrong_output,integrity_check_abort
1634,22,5,silent_wrong_output,integrity_check_abort
1635,296,1,silent_wrong_output,integrity_check_abort
1636,116,3,silent_wrong_output,integrity_check_abort
1637,291,0,silent_wrong_output,integrity_check_abort
1639,747,1,silent_wrong_output,integrity_check_abort
1643,751,6,silent_wrong_output,integrity_check_abort
1644,612,6,silent_wrong_output,integrity_check_abort
1648,424,7,silent_wrong_output,integrity_check_abort
1649,466,6,silent_wrong_output,integrity_check_abort
1651,628,1,silent_wrong_output,integrity_check_abort
1652,13,3,silent_wrong_output,integrity_check_abort
1653,759,3,silent_wrong_output,integrity_check_abort
1654,44,2,silent_wrong_output,integrity_check_abort
1658,307,1,silent_wrong_output,integrity_check_abort
1661,19,5,silent_wrong_output,integrity_check_abort
1662,5,2,silent_wrong_output,integrity_check_abort
1665,9,3,silent_wrong_output,integrity_check_abort
1666,468,1,silent_wrong_output,integrity_check_abort
1669,640,6,silent_wrong_output,integrity_check_abort
1671,351,0,silent_wrong_output,integrity_check_abort
1673,551,5,silent_wrong_output,integrity_check_abort
1674,191,7,silent_wrong_output,integrity_check_abort
1675,38,0,silent_wrong_output,integrity_check_abort
1676,255,0,silent_wrong_output,integrity_check_abort
1679,542,4,silent_wrong_output,integrity_check_abort
1680,99,1,silent_wrong_output,integrity_check_abort
1683,24,2,silent_wrong_output,integrity_check_abort
1685,88,3,silent_wrong_output,integrity_check_abort
1686,490,3,silent_wrong_output,integrity_check_abort
1688,239,0,silent_wrong_output,integrity_check_abort
1690,109,7,silent_wrong_output,integrity_check_abort
1692,589,3,silent_wrong_output,integrity_check_abort
1695,427,6,silent_wrong_output,integrity_check_abort
1699,124,6,silent_wrong_output,integrity_check_abort
1700,657,5,silent_wrong_output,integrity_check_abort
1701,73,2,silent_wrong_output,integrity_check_abort
1705,672,7,silent_wrong_output,integrity_check_abort
1706,723,6,silent_wrong_output,integrity_check_abort
1708,189,5,silent_wrong_output,integrity_check_abort
1709,82,0,silent_wrong_output,integrity_check_abort
1711,673,0,silent_wrong_output,integrity_check_abort
1712,288,6,silent_wrong_output,integrity_check_abort
1713,319,4,silent_wrong_output,integrity_check_abort
1714,72,0,silent_wrong_output,integrity_check_abort
1715,732,5,silent_wrong_output,integrity_check_abort
1716,52,3,silent_wrong_output,integrity_check_abort
1717,558,0,silent_wrong_output,integrity_check_abort
1720,19,0,silent_wrong_output,integrity_check_abort
1721,449,7,silent_wrong_output,integrity_check_abort
1722,37,2,silent_wrong_output,integrity_check_abort
1723,435,2,silent_wrong_output,integrity_check_abort
1725,553,1,silent_wrong_output,integrity_check_abort
1726,321,0,silent_wrong_output,integrity_check_abort
1727,740,0,silent_wrong_output,integrity_check_abort
1729,274,1,silent_wrong_output,integrity_check_abort
1731,266,7,silent_wrong_output,integrity_check_abort
1732,524,2,silent_wrong_output,integrity_check_abort
1733,113,1,silent_wrong_output,integrity_check_abort
1734,552,1,silent_wrong_output,integrity_check_abort
1736,369,2,silent_wrong_output,integrity_check_abort
1739,650,4,silent_wrong_output,integrity_check_abort
1740,113,6,silent_wrong_output,integrity_check_abort
1743,216,3,silent_wrong_output,integrity_check_abort
1744,148,3,silent_wrong_output,integrity_check_abort
1747,57,6,silent_wrong_output,integrity_check_abort
1753,503,2,silent_wrong_output,integrity_check_abort
1755,437,6,silent_wrong_output,integrity_check_abort
1757,507,7,silent_wrong_output,integrity_check_abort
1758,581,7,silent_wrong_output,integrity_check_abort
1760,581,3,silent_wrong_output,integrity_check_abort
1761,594,5,silent_wrong_output,integrity_check_abort
1764,199,0,silent_wrong_output,integrity_check_abort
1766,485,2,silent_wrong_output,integrity_check_abort
1768,587,2,silent_wrong_output,integrity_check_abort
